year,Difficulty_Improvement,Difficulty_Impossibility,Difficulty_Importance
1873.0,0.9577379822731018,0.9733332395553589,0.9767475128173828
1874.0,0.8780877590179443,0.939511775970459,0.9246544241905212
1875.0,0.9110270738601685,0.9481093883514404,0.9408000707626343
1876.0,0.8505836129188538,0.9187885522842407,0.9017928242683411
1877.0,0.900285005569458,0.9031677842140198,0.9328327178955078
1878.0,0.8183597326278687,0.9262178540229797,0.9024473428726196
1879.0,0.8511937260627747,0.9212149977684021,0.8865586519241333
1880.0,0.8473320603370667,0.9207478761672974,0.9001206755638123
1881.0,0.8469955921173096,0.9075839519500732,0.8934968113899231
1882.0,0.822590708732605,0.9368889331817627,0.9016833305358887
1883.0,0.825465202331543,0.9168182015419006,0.9205949306488037
1884.0,0.7870976328849792,0.928853452205658,0.8698045015335083
1885.0,0.8735338449478149,0.9333504438400269,0.9047188758850098
1886.0,0.7860311269760132,0.9006264209747314,0.8734217882156372
1887.0,0.8287239074707031,0.9326434135437012,0.8855198621749878
1888.0,0.8219823837280273,0.9197052121162415,0.8645673990249634
1889.0,0.8797312378883362,0.9505859613418579,0.8850017786026001
1890.0,0.804778516292572,0.9311392307281494,0.8722884654998779
1891.0,0.8689060211181641,0.9233906269073486,0.9097793102264404
1892.0,0.8157005310058594,0.9194586873054504,0.8584863543510437
1893.0,0.8343122601509094,0.9010105729103088,0.8654096126556396
1894.0,0.8415182828903198,0.9320363402366638,0.8649779558181763
1895.0,0.851828932762146,0.9099217653274536,0.8853616118431091
1896.0,0.8171200752258301,0.8791085481643677,0.8573708534240723
1897.0,0.8371008634567261,0.9147903919219971,0.8946341276168823
1898.0,0.7691683769226074,0.907898485660553,0.8630269169807434
1899.0,0.8350054025650024,0.9128538370132446,0.8758568167686462
1900.0,0.796164870262146,0.9097199440002441,0.857235312461853
1901.0,0.8144164085388184,0.9136540293693542,0.8761777877807617
1902.0,0.7593851089477539,0.9179913997650146,0.8491610884666443
1903.0,0.8213969469070435,0.9251837134361267,0.8940015435218811
1904.0,0.8100606799125671,0.916467547416687,0.86417555809021
1905.0,0.8366753458976746,0.9324753284454346,0.8841748237609863
1906.0,0.8313229084014893,0.9144699573516846,0.8551754951477051
1907.0,0.8315777778625488,0.9520882368087769,0.8802111148834229
1908.0,0.7806020379066467,0.9203183054924011,0.8369339108467102
1909.0,0.8141407370567322,0.9234925508499146,0.8869868516921997
1910.0,0.7851064205169678,0.91158527135849,0.8290635943412781
1911.0,0.7830156087875366,0.9168104529380798,0.8623104095458984
1912.0,0.8000569939613342,0.9230209589004517,0.8583095073699951
1913.0,0.8111121654510498,0.9354572296142578,0.8622496128082275
1914.0,0.7911809682846069,0.9173822999000549,0.8482613563537598
1915.0,0.8391623497009277,0.9342150688171387,0.8794806599617004
1916.0,0.7952612042427063,0.919241726398468,0.8702182769775391
1917.0,0.8031821250915527,0.9058599472045898,0.8558627963066101
1918.0,0.8150392770767212,0.9247537851333618,0.864217221736908
1919.0,0.79976487159729,0.9196819067001343,0.8695827722549438
1920.0,0.8103824853897095,0.9260071516036987,0.867497444152832
1921.0,0.7978516817092896,0.9099720120429993,0.8667492866516113
1922.0,0.8400812745094299,0.8967912197113037,0.8670612573623657
1923.0,0.8445776700973511,0.9163826704025269,0.8865634202957153
1924.0,0.8118491172790527,0.923390805721283,0.853493332862854
1925.0,0.8431069850921631,0.9436895847320557,0.8991957902908325
1926.0,0.7964859008789062,0.9237750768661499,0.8578210473060608
1927.0,0.8345623016357422,0.917813241481781,0.8752267956733704
1928.0,0.8062297105789185,0.9141371250152588,0.8562182188034058
1929.0,0.7960981130599976,0.919906735420227,0.8537514209747314
